Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Xur-V (Doses Administered),VaxZine-U (Doses Administered),X21 (Doses Administered),ADCC,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Individuals Vaccinated
26/03/2023,Nebraska,92378,757,66,30492,42088,18603,4179,46848,27222,11688,19,1694,26338,40086,39263,26323,36746,9421,19993,32312
8/7/2023,South Dakota,33821,128,38,2228,7319,48809,45903,11223,26489,15079,43,43694,30136,17056,1258,7870,19381,7154,5168,1621
28/02/2023,Hawaii,28086,709,87,2141,48702,42096,12681,7480,27757,26219,55,24728,22590,6361,7644,42897,11173,45837,6129,14814
9/5/2023,Vermont,11613,882,57,36898,35522,45951,43240,33735,39969,31044,21,612,7154,25081,23323,35009,48506,7062,27445,4798
14/08/2023,Alaska,98476,771,23,24217,40918,46653,34894,19389,47647,18020,85,32191,17750,7622,44446,49753,3833,41872,23419,7844
23/01/2023,Utah,52246,256,38,39253,47965,30646,18890,17891,6060,32662,10,1305,16616,37866,47485,1931,41705,36997,1570,24324
11/11/2023,North Dakota,4702,234,80,14005,24328,6454,42260,36461,29833,17647,4,512,36757,25562,4002,42972,24654,3206,30215,36143
4/3/2023,Missouri,38717,875,21,71,41170,22139,4553,13220,48313,10901,0,6504,14063,16996,36627,43927,13938,46241,40952,31005
18/07/2023,Wisconsin,49813,755,56,15874,40546,18708,21125,14301,37070,10720,64,11786,49497,11458,13068,919,49809,43243,21456,31640
12/4/2023,Tennessee,41412,740,49,7279,2919,25456,20947,32297,1304,8524,90,32378,32233,33259,24210,28561,19903,24908,24243,8177
7/4/2023,Delaware,77032,698,48,9040,16272,21762,21007,17082,21190,26478,74,47938,40771,12119,31537,21486,8745,37817,31457,17056
3/1/2023,Ohio,54682,680,42,47376,22328,23406,14415,22407,1624,39694,73,38674,14489,12405,39212,29803,45595,25446,2889,5527
11/1/2023,Rhode Island,75213,98,75,49645,7190,41209,5076,16526,2566,25763,21,39742,5823,4583,39870,7975,32449,5833,41482,3475
7/2/2023,Kentucky,85150,369,43,18089,11807,42263,30858,9371,26858,41867,5,4061,29427,9936,28048,7952,40283,1688,16456,46629
8/6/2023,Nevada,53105,566,15,16474,30555,33492,294,22578,31055,44738,33,45605,10307,469,35095,29682,42175,4618,9261,10140
6/7/2023,Missouri,27401,708,31,23216,42500,24715,24682,30309,5301,929,79,18154,13038,13308,48310,45773,18921,31891,3751,19836
18/09/2023,Virginia,12508,447,48,8234,30553,23808,12287,43333,18742,41517,42,27339,9571,8394,28038,33638,46050,43540,40010,35386
15/06/2023,Oregon,75408,859,92,46378,41754,10323,17994,21940,34240,37314,87,3932,36986,29337,18527,23545,36640,26195,48841,39451
8/1/2023,Ohio,7899,731,65,34190,28531,26119,2239,46404,41473,49240,28,5318,15513,46803,13466,19668,35289,36703,21455,13249
26/04/2023,New Hampshire,93039,566,99,20967,1535,19092,47243,41006,14232,46406,37,39883,24272,29155,35162,41029,21133,8028,982,32852
19/11/2023,Louisiana,1922,171,6,46380,47701,18875,26741,22736,12147,7151,46,5022,4719,38759,49100,13981,25865,43711,36073,27355
21/01/2023,Tennessee,37509,834,59,10933,7907,22970,15267,35021,23937,47534,42,2632,40146,28299,1321,2263,45585,41716,2947,37436
6/9/2023,Utah,27546,655,52,41243,38381,13360,1826,16086,21650,34123,68,31532,30743,6418,9923,44476,25460,49524,41043,2432
8/3/2023,South Carolina,92665,440,79,5645,15209,18251,4849,14009,41738,17541,88,48019,41568,49272,329,25612,31622,5206,30523,25477
25/04/2023,Vermont,99942,272,97,11425,34373,46455,18639,34730,48641,12853,47,14703,9829,29998,48715,22261,12045,13509,40709,5309
19/05/2023,South Dakota,89330,241,1,26687,48896,32968,41643,19666,18661,14931,17,44655,6646,35804,32688,39735,29658,27336,46155,31900
15/09/2023,Florida,8102,998,68,7383,36666,27504,42849,785,48724,47211,55,43769,22399,2118,14702,13048,10055,13726,25586,6479
6/7/2023,New York,54473,158,77,27743,12131,43812,38153,29565,10055,37215,37,12012,32695,30804,33227,36057,34270,19173,35395,33042
11/11/2023,South Carolina,33705,907,90,22565,6461,14649,5471,31465,37875,30075,35,33792,48046,35326,1391,6890,11790,19737,8088,1225
21/10/2023,Minnesota,22267,731,32,274,31192,8676,19198,18307,46211,2294,79,9962,796,13896,8639,3558,15714,46970,36059,38599
11/10/2023,California,94405,593,4,37753,29453,33696,48673,6904,4122,38899,63,10279,1534,48596,23298,5491,6050,34749,49493,36951
22/07/2023,Hawaii,87406,558,72,26179,49576,46763,10289,33871,22030,9610,2,9458,29773,38243,1539,18210,34018,2234,48515,11071
28/06/2023,Colorado,73709,927,93,29703,36554,9801,3570,3628,10243,27486,45,19252,14130,34827,4185,41879,22896,22692,11797,1030
27/03/2023,Minnesota,86188,370,53,46261,3959,28869,26054,15548,44399,23696,57,32864,16268,9479,46814,45604,831,37839,7566,6787
4/1/2023,South Dakota,51626,563,14,36347,34021,20757,3647,13331,49140,25938,29,15484,19772,25072,585,6316,15898,15436,2226,42660
22/04/2023,New Hampshire,66271,179,48,28811,19155,2950,48397,18265,44456,23784,6,41845,13299,22478,34525,13525,40765,1426,49754,18604
26/02/2023,Nevada,78224,926,14,36321,39315,17558,46590,1412,34966,25602,81,45771,3458,31696,8303,18071,4558,26707,45400,34814
29/11/2023,Vermont,22319,840,59,4548,17718,14221,19080,20487,45768,41885,62,33777,43150,38636,48043,9668,42419,16409,21805,40830
10/11/2023,Wyoming,97168,724,63,12332,16059,42861,13767,46439,45601,19215,15,26637,47063,4971,38862,26026,44956,25988,23953,30694
4/3/2023,Pennsylvania,77568,529,15,48664,2751,42436,18210,25557,41297,32233,63,7273,2244,17221,28460,5804,45708,3688,19370,27306
8/2/2023,Tennessee,88732,961,91,22474,47643,45160,38168,39058,29426,27517,10,38890,22643,17192,19035,49444,38031,34105,960,26508
3/10/2023,Indiana,4450,839,41,14876,5154,38376,19459,5439,24013,47312,45,5394,21943,15793,1450,9082,11999,46058,19959,41425
2/7/2023,Texas,24190,82,61,48654,22689,17324,33709,48735,12668,6618,74,37213,8574,28637,9710,15848,14956,41548,18202,17106
27/04/2023,Hawaii,72209,891,23,26411,27276,33172,47235,6176,47849,8505,33,9308,27119,43546,14272,10330,49706,12036,1598,21183
18/02/2023,New Hampshire,22254,991,65,20914,45274,36849,47352,6353,22293,29196,68,27585,36339,48742,20544,33180,19314,16633,48137,18157
19/08/2023,Texas,64608,448,28,32258,45431,26463,22233,13773,20281,20758,0,12918,27275,29585,183,4662,26489,28507,7128,32956
6/12/2023,Indiana,26139,449,4,19391,12535,28274,24747,19197,20180,21148,51,42576,11992,8089,4219,13072,29525,28543,17440,11606
5/8/2023,Alaska,32743,672,92,31850,49485,9030,44599,16883,35474,5894,89,10498,4209,31380,24019,20545,40904,46631,11757,32214
28/05/2023,California,17018,281,64,3933,4386,41289,45479,44059,18744,2325,59,16433,17134,22000,7149,17386,16798,11793,34592,12289
4/2/2023,Mississippi,96011,227,29,26856,748,26578,44390,27637,36875,16051,33,23376,26833,11676,48703,10823,9354,49261,29080,33602
20/09/2023,Delaware,71744,436,17,2205,20602,3196,37057,16720,25852,42263,81,37269,31175,15845,45564,26193,2546,1589,9579,26695
25/08/2023,Oregon,56776,555,29,33400,30000,35032,30482,3932,21951,34557,59,45092,16632,23995,6533,29779,26896,46387,292,32673
12/9/2023,Vermont,25570,749,54,3936,19041,13579,23654,10542,15289,26256,29,38567,16113,30695,10070,11398,26150,21219,34796,29406
22/01/2023,Nevada,67404,176,22,40901,14792,30065,48625,42751,14522,1515,33,23789,36035,40257,37810,3475,19742,730,5340,36521
17/07/2023,New Jersey,31162,895,91,45924,13496,40018,4704,2914,46564,20477,31,17855,33698,44928,13233,9988,36266,2813,18336,11837
5/10/2023,Rhode Island,87166,296,58,921,49818,18542,41355,49216,6215,4172,4,38796,39797,15552,22927,8645,15338,13319,42917,31435
8/12/2023,Nevada,96135,886,69,6186,11676,40197,30369,12059,36630,2185,76,41001,41786,5125,29880,14064,42821,5303,40119,22124
2/12/2023,Texas,17050,307,44,31995,47027,22177,5104,6939,39119,48421,6,44725,23781,26499,3500,30078,30115,6292,26297,31877
5/5/2023,North Carolina,90874,343,64,34126,20176,38526,41437,32800,30324,6221,62,7614,13417,17435,4206,25923,27993,15296,10273,25095
23/09/2023,Alabama,28132,480,77,11023,16713,44713,3931,44562,22343,38211,87,48655,47699,21322,42153,12685,45109,23435,46107,40150
15/06/2023,New Jersey,36918,685,53,10359,16040,24573,40355,23892,8455,4896,71,16083,11208,26867,16488,29191,23686,42306,25815,27119
2/1/2023,South Dakota,37359,595,63,9952,45380,2726,13267,34161,20076,10972,85,30279,13821,44560,39712,42521,3675,39779,26898,36505
28/08/2023,Massachusetts,1523,374,88,43405,9477,43030,18019,6154,5806,26958,35,24125,19313,19624,38720,40029,33972,33742,3908,40223
30/05/2023,North Carolina,27303,997,86,5968,12741,20356,31565,1715,33304,46647,7,14279,35551,25255,43187,6757,35812,44179,13803,38726
27/02/2023,Mississippi,55986,773,35,5699,13075,42336,39070,15944,27413,36660,40,47267,9976,22845,34438,23544,17854,5968,14803,33207
7/5/2023,New York,22818,936,7,33894,34148,27941,46263,41004,12284,11865,95,32143,18641,25574,13500,889,33289,29367,10828,47462
23/07/2023,Montana,59537,278,85,28085,46274,23549,22219,38991,22907,10695,62,35025,21171,2555,26789,4592,21101,36274,12715,15571
30/03/2023,Hawaii,81854,72,55,27403,42227,12351,35085,5410,2385,24230,1,48506,17538,26716,45078,40370,9319,24439,17588,17309
25/03/2023,North Carolina,74664,664,57,33517,8565,45830,40308,15595,13563,18884,14,15073,17895,21955,26580,14637,44602,5197,15351,20201
6/11/2023,Hawaii,2058,492,38,11600,20640,46448,41557,35960,27926,21393,55,46579,5137,5166,31163,34706,20141,6364,35377,48297
19/04/2023,West Virginia,30098,521,16,23993,18899,8605,38697,35778,24598,17146,61,26883,46497,3023,23500,27398,9835,5069,19435,29633
15/05/2023,Louisiana,25500,726,15,1486,23734,619,16158,18593,6618,11485,72,12802,3919,25176,33760,5222,43389,20897,39612,7542
16/03/2023,Arizona,45102,371,62,24177,37157,4260,25010,21702,43378,17628,83,25815,6461,8977,991,25527,29894,18329,18197,38633
20/11/2023,Tennessee,77931,634,99,45156,42416,14883,15923,38047,5845,4118,40,47922,46848,6135,9931,42349,3916,7763,2537,40802
11/4/2023,California,98192,363,26,22718,38596,4398,30406,11813,34084,41420,66,8057,7508,33672,11069,48854,16506,4900,43355,33893
13/12/2022,New Hampshire,25443,341,13,47131,12023,43573,41852,46337,776,14841,5,30262,456,7428,35791,34096,25440,9801,13555,14044
12/4/2023,Mississippi,61364,258,69,5314,15364,3837,48928,48012,3495,15558,1,24474,34817,35654,30694,46529,25267,24368,5397,37399
2/1/2023,Louisiana,2703,709,59,22977,48050,46208,6738,37596,23351,27217,36,21596,42387,32958,15541,29724,1946,20274,15033,11994
8/6/2023,Vermont,66749,997,14,38529,1784,20209,27809,10488,26459,10335,15,39705,13435,22887,28680,38058,32371,1397,25304,3680
29/12/2022,Nevada,22273,576,59,34724,40905,4943,48465,13300,35396,19664,61,30392,1109,45617,36437,9130,27472,36463,875,23820
24/02/2023,California,66280,736,44,8420,29426,34937,41857,5213,18686,41034,88,28838,22798,23125,33935,49326,42887,41943,41418,12793
31/07/2023,New York,78931,878,33,418,33863,47769,36425,7539,13625,14559,85,17079,4934,45516,26681,24031,2012,2861,32085,44074
12/9/2023,Connecticut,45962,191,83,6597,1152,13219,24887,42917,13893,23311,37,20098,19120,34224,49163,30483,42142,25013,21827,6144
26/03/2023,Colorado,35173,833,79,37477,4546,9579,32749,28668,16492,46724,92,19486,8965,48864,39302,30163,31389,33334,44821,12084
1/7/2023,Colorado,72536,460,39,7907,11261,6978,32580,38510,18271,4118,62,11111,16816,28443,18855,11384,6567,15119,30802,31115
4/11/2023,Utah,36371,996,63,33998,13571,36676,423,6709,2894,18946,53,10863,22911,38458,33515,17035,33515,7559,370,8524
28/04/2023,Pennsylvania,69261,76,41,47370,32328,17706,2145,10512,7448,10301,34,31853,45690,19113,1875,20486,34843,4328,23440,4113
12/10/2023,Virginia,46038,74,91,22644,48134,11663,35976,26936,11855,17472,59,13457,7459,18666,12000,18745,42574,10743,42497,17465
1/10/2023,New Mexico,78931,345,95,18963,46819,9103,30342,29695,10359,30966,44,13118,43179,48222,16630,29711,12148,26638,26327,14462
18/02/2023,South Dakota,13074,580,40,48662,40148,35252,26504,33603,6452,19610,0,10930,27258,31844,8192,28779,20846,34278,47675,31457
3/12/2023,West Virginia,12763,926,60,39242,2354,35761,9513,9812,10219,14359,13,25984,7788,21176,31675,40585,12357,48008,353,33796
18/03/2023,Utah,4764,507,1,45648,2026,7750,30313,27066,48368,4486,55,8020,32514,32186,44773,6764,14438,44190,2143,15120
10/11/2023,Delaware,17839,821,34,35805,18469,41115,9133,37362,34708,26651,65,41926,4447,13051,1582,612,3615,28464,22319,45614
19/01/2023,Wyoming,22597,739,53,14779,34086,26093,36439,37065,11106,34059,24,31136,7493,45165,16153,8925,13285,22348,29304,40682
16/10/2023,Utah,48105,921,89,39734,39908,2899,20800,49213,29538,21426,21,17260,32871,22196,15588,43267,29794,23441,23592,11891
4/9/2023,South Carolina,97471,674,81,7855,975,31855,47111,26757,42874,30671,93,18885,39971,5355,22977,791,24335,36557,35443,7805
6/4/2023,Ohio,75072,710,9,38855,20722,24113,18832,48867,34453,40254,48,22206,29242,34948,6029,16768,8160,27183,24797,43395
25/12/2022,Delaware,81197,525,97,47773,23810,49245,13901,10237,26116,29298,36,42019,4996,19211,8488,11633,15835,20022,12699,46762
4/4/2023,New York,47998,914,66,1736,2105,14919,19884,17635,17750,1505,89,37002,25955,7128,43659,18442,2137,20188,32249,20733
26/02/2023,Iowa,96312,375,17,39514,13973,36006,49583,7295,30421,5758,92,24403,25505,46376,29870,16302,6231,23714,28103,43632
2/2/2023,Washington,97607,286,24,49088,12716,30873,5408,21208,29758,27226,65,14758,38624,37524,47149,30046,48754,14357,4046,12877
23/04/2023,South Carolina,60072,845,94,25292,49328,10476,9445,12945,40532,41592,88,32900,29844,6369,28262,16576,47513,13922,36091,22710
14/05/2023,Arkansas,71130,57,8,32197,37007,34978,49627,49166,15235,28426,45,683,32891,45524,28567,11089,22931,26069,21948,14120
11/10/2023,Missouri,43947,568,94,36598,2187,19847,30584,2395,34265,47159,60,37897,37438,19484,3479,8648,14218,24248,43845,45926
5/3/2023,Minnesota,99657,772,38,45296,38273,25362,23369,48378,24368,40369,91,28348,17821,5833,24768,14966,29286,6070,32968,12999
21/08/2023,Georgia,94983,840,2,47594,29773,8126,11545,34008,37098,28680,89,24186,15229,29370,14771,7013,9722,13776,14820,35221
16/06/2023,Georgia,22958,925,49,33193,47225,11071,14203,26870,38409,21699,79,36895,39573,2992,48649,44642,37260,38386,34229,44753
6/4/2023,Arizona,47132,746,57,21858,1189,4619,28878,21138,43504,42458,58,58,30693,10680,16256,20809,2431,41722,29439,22747
3/6/2023,Indiana,41512,122,42,46951,34725,4435,11262,46846,6896,41745,88,45465,88,4029,24441,943,47362,29023,2338,35514
26/05/2023,Arizona,47856,695,17,46394,24281,32078,21699,15020,49827,26561,89,21293,27761,4133,29221,1818,26118,17098,18362,21930
27/01/2023,Kentucky,24320,453,43,31339,28532,671,11892,14195,1753,37718,59,27688,43918,31800,22452,30479,1068,40211,9598,18468
5/8/2023,South Carolina,55342,454,58,21586,24953,29062,26514,41016,594,47931,71,5125,14839,18089,1384,49618,34513,49971,5001,23693
25/02/2023,California,92467,638,37,12587,40908,39142,21644,34423,38636,39867,79,39441,37688,25486,34097,26430,19375,23152,30291,38277
19/11/2023,Wyoming,67661,708,27,49452,9101,29653,28137,19296,28041,33807,27,15586,42992,5152,45014,34108,16460,40255,6541,25704
12/11/2023,North Carolina,78639,528,33,29139,15287,20426,48161,21439,21339,49510,48,27668,46839,28032,16913,26028,15582,43629,2591,8240
3/9/2023,Oklahoma,60827,90,21,4469,5857,43241,4647,16497,19255,47947,63,19608,19297,43103,13868,4335,1663,1043,48290,42432
2/6/2023,Vermont,77586,636,43,38362,6019,35891,46783,33137,772,20781,23,32558,9542,49161,14891,47220,601,29632,11399,19220
22/08/2023,New Mexico,81517,73,62,25291,35120,33170,5690,34803,14081,49955,66,24068,2949,3896,23736,26656,13337,25357,998,4518
12/5/2023,Georgia,37773,892,10,44093,25776,24753,17681,26521,33216,792,30,47461,34955,30547,16273,4073,25495,19181,24731,23716
21/03/2023,New Jersey,55148,465,19,29304,8191,9457,41589,26404,11063,35312,30,12182,34383,29216,25140,9694,49806,1590,40670,25037
26/04/2023,Alabama,59108,609,37,33624,12263,33329,36602,40425,40574,27950,90,38416,44168,29740,6044,28515,39321,29778,1219,25239
14/11/2023,Arizona,6887,414,82,20359,33186,14804,21448,25536,3143,49427,94,36090,13707,27517,3552,18227,24642,23564,20042,17666
29/07/2023,Ohio,44966,903,20,30230,3618,12799,20062,43121,14685,20586,52,44718,22925,33367,6743,19974,27119,3639,23842,46579
24/01/2023,Louisiana,98273,972,73,16682,861,28780,425,49688,27398,27533,70,15214,46999,17225,40196,49928,33551,12099,32213,21560
16/01/2023,Massachusetts,69620,323,63,35148,40732,29925,25889,10277,592,2205,71,8581,27621,35062,37152,42344,27687,19300,35359,45288
5/11/2023,Ohio,20216,873,26,6901,27694,34998,16742,12176,29659,48168,84,38729,25492,2410,26583,44880,17942,41071,46115,1869
19/06/2023,South Carolina,82081,548,26,25764,46109,17289,20082,35375,47147,2712,24,5376,47168,9088,46557,28376,44815,39537,26751,27903
26/05/2023,Massachusetts,82477,952,12,47201,43446,30585,44953,6633,2658,41419,89,17763,33554,42155,37982,15186,32724,2244,15957,10432
3/7/2023,Washington,82933,720,36,2987,45790,30635,36480,35937,494,38257,74,24352,159,47587,45883,46579,39079,22877,17907,39573
9/5/2023,Idaho,2803,215,50,16840,32806,3651,46596,1078,39825,32884,4,31993,21650,38389,48740,20361,2269,10058,19350,1248
9/6/2023,North Carolina,3410,826,86,13026,35520,17849,44593,27772,42277,31713,40,23027,9672,42328,41749,20388,41871,11481,23009,32436
29/12/2022,Oregon,33039,709,16,30844,42432,15871,24627,7265,26349,24575,66,26450,45701,38990,26287,1926,18700,49678,47255,27960
13/10/2023,Kansas,39144,196,52,41853,4582,43960,20199,28356,35642,47022,57,31421,33206,30544,27046,20000,2569,29435,43575,44858
15/12/2022,Louisiana,50560,572,91,18879,46479,12931,23498,28114,24101,26427,29,26636,33299,34863,12613,19822,38851,8040,20125,41805
13/12/2022,Colorado,69464,360,29,4319,5126,44994,5785,33577,42288,7882,32,17569,17207,36591,1444,27770,49745,49522,40700,41930
28/10/2023,Minnesota,73347,112,99,6369,47622,16983,26930,39328,30715,14961,90,15957,14869,12290,31198,13906,25276,39462,28834,10768
26/04/2023,New Jersey,59231,245,19,34106,38536,46652,47453,19011,17389,12366,56,41486,36095,30722,14867,251,29835,37078,1957,46504
23/11/2023,New York,77446,578,95,42180,33440,46751,3532,42355,27181,38036,37,4841,43286,15590,34257,16624,5650,25642,32197,15922
19/07/2023,North Dakota,24516,519,93,11065,36398,27122,42424,3828,18938,21720,51,24331,5554,8902,50,3466,37033,42669,13693,34346
23/11/2023,Kansas,43392,367,25,35733,14630,46499,28163,34177,21241,4594,19,41141,42478,49302,31523,13166,15036,47473,43832,28947
14/03/2023,Delaware,39655,567,70,49077,24942,12768,3998,3308,49818,7516,95,11567,7353,18850,6667,33125,47212,27230,24199,7511
1/3/2023,Indiana,12134,826,88,41222,11426,43947,16650,25400,26529,25828,21,42345,38274,34471,43011,15074,26016,10473,4254,19400
16/07/2023,Mississippi,14406,647,91,10855,29568,31493,37793,25493,10026,316,91,33882,20020,10213,45395,17299,15729,20471,2712,35975
13/07/2023,New Jersey,75094,235,21,803,10928,1537,35088,6907,47987,31071,79,47834,42413,1708,22235,40430,3360,8806,24807,8839
10/10/2023,New York,73352,417,72,37140,24419,16857,17729,26899,12497,5908,85,47919,4149,49443,49795,44465,12085,13552,29581,29251
6/3/2023,Georgia,31190,78,67,24183,36756,37481,31503,21338,1429,14171,18,44397,13298,39051,15324,1888,22797,37052,38951,19488
29/05/2023,Mississippi,38512,850,17,45578,973,10723,45181,38737,21621,42753,88,35440,16376,12408,22916,34588,14351,8406,31554,48608
15/01/2023,Louisiana,82411,794,92,541,41395,19624,42530,32907,8940,21561,38,22399,43169,3912,20866,17347,35210,30999,2170,24615
27/03/2023,West Virginia,56988,128,54,27106,39095,2477,7384,37482,3999,12995,81,28319,48826,34475,35592,47900,8442,716,44126,18659
11/11/2023,Massachusetts,72886,779,30,33156,32471,33330,24528,45422,8490,41800,14,32280,615,34814,19211,30064,10644,8953,4051,33134
10/12/2023,Arizona,80676,189,72,27890,29157,38607,34504,10241,18017,48364,28,43328,49035,2521,46917,4411,8280,17842,38918,6734
6/8/2023,Vermont,6860,695,38,5406,12,18251,27586,3375,43798,39984,99,42603,4257,13982,45894,11699,13530,48615,24688,22203
22/11/2023,Connecticut,10019,602,39,13230,43678,49777,10794,39179,7563,7809,80,26940,32021,31584,10714,13076,26457,14761,41532,21088
20/04/2023,Pennsylvania,51641,304,11,47118,25245,7474,31054,9914,27112,41004,32,46032,39074,43341,48739,2941,17131,28793,42765,44987
31/01/2023,North Dakota,10147,506,35,39292,4729,20636,7914,43023,35757,34658,64,28022,14549,7719,2013,6774,32276,25675,21615,18463
4/10/2023,South Carolina,84288,516,85,20443,12847,12134,12807,483,27312,27748,85,16009,48822,1201,29291,10793,23468,37666,36281,5392
9/4/2023,Utah,68672,270,15,45878,46295,16550,33976,45914,42278,36053,7,26802,23100,20963,24129,29579,21793,6121,22824,38287
25/10/2023,Texas,47322,637,31,31205,18733,10512,17661,15487,35686,19414,90,29544,42816,39060,44231,42314,9973,10467,8654,22049
3/5/2023,Washington,78633,804,55,307,19207,18447,2757,28067,35780,23675,41,37373,45761,19120,23508,41797,11085,6502,2277,49714
3/8/2023,Alabama,81903,758,90,40397,25333,17899,39425,13534,26997,5638,24,2114,11860,22039,36951,16744,18533,14989,38072,43016
10/3/2023,Michigan,67646,85,39,15954,21048,3883,33509,8201,269,10386,31,17004,27316,7615,20019,9999,25332,28239,7507,38152
19/10/2023,New Jersey,72468,783,97,8542,29588,7898,15434,41071,43821,19616,45,4367,18862,12065,11786,5905,12158,6804,5563,10179
30/07/2023,Idaho,54455,382,60,16508,17643,24242,16928,34804,24047,7575,4,11984,21377,42118,34324,34857,26329,38035,24832,33464
10/11/2023,California,53256,176,98,26657,5368,38405,16968,23874,5210,9626,39,5445,42741,40154,44710,24860,30036,32806,9794,35503
21/05/2023,New Mexico,4405,501,57,45181,31491,17027,19718,12024,9589,40139,67,4929,37363,48490,19618,4009,2097,10034,46770,4726
29/04/2023,Montana,92777,680,20,37583,44511,30320,42034,35306,37214,7503,32,32356,44343,7291,26339,45694,1959,46182,2890,20530
9/2/2023,North Carolina,94699,34,84,35813,16759,45093,34095,36672,9742,24197,90,24374,20379,10259,7485,36089,1766,27257,12876,12899
15/09/2023,Mississippi,75151,981,30,3498,45370,38615,2205,894,19900,38695,55,6710,47304,34980,45672,21517,9425,35715,27418,19305
28/11/2023,Connecticut,51622,55,2,23605,4864,41726,30924,29047,12899,46692,37,12000,14959,46533,8464,21973,33680,16850,11977,12215
21/10/2023,Florida,53836,155,54,35248,2468,32435,15122,47626,8799,26487,41,26004,15357,22048,36849,8092,49436,32137,47720,47068
22/05/2023,New York,8142,495,73,44804,1661,15999,43163,22797,23734,10106,52,25668,30139,44446,12042,47847,33718,37139,39213,11262
24/02/2023,Virginia,27907,719,5,25534,43291,20906,24558,44301,40138,40803,27,41572,4557,4047,47332,42187,9378,31540,28395,10254
29/06/2023,Kansas,55202,705,38,39830,11483,45929,40852,3732,2026,5005,35,23095,30498,48498,37325,46780,5278,35889,23657,12194
20/05/2023,Connecticut,72266,328,52,12237,36642,34491,12868,20648,6606,43825,81,44833,17578,30376,21094,48606,41427,29098,37748,41971
6/11/2023,Nebraska,67925,100,90,16714,31058,16225,31468,32847,9491,11776,71,17255,31637,42940,21578,25914,21505,45860,21362,17917
30/08/2023,Indiana,20887,419,90,33072,43378,20541,23806,21921,1819,106,2,7393,48605,23764,42467,17130,23766,3961,17571,15800
17/05/2023,Texas,2945,791,38,28992,9821,39545,9611,25625,490,41382,17,9826,23157,30736,124,12681,43584,20927,9963,33862
11/11/2023,Alaska,37080,286,61,1987,26615,46138,12368,16109,37253,33099,25,17926,25803,162,10435,43405,35068,34377,34710,13845
23/08/2023,Michigan,96743,135,24,43863,43804,33547,47465,41849,45495,45750,55,10494,9369,41880,48458,33452,45505,15784,46103,34252
21/01/2023,South Carolina,44673,526,56,6412,49295,11376,15399,44742,31448,26688,59,42470,24004,5772,41599,5626,20011,28433,17277,33408
4/7/2023,West Virginia,45480,217,78,48433,30716,43126,24196,46566,20040,16593,2,34030,5577,48418,22654,3430,5175,44568,44506,12840
9/8/2023,Michigan,41437,941,33,28320,49067,22426,47791,14264,36846,38836,0,39816,38978,8195,914,34177,8645,8295,9283,48947
22/05/2023,Oregon,90834,324,21,41298,46274,7902,7014,39579,43301,33572,27,48287,6056,36349,36984,35173,45042,9861,19170,21393
11/12/2022,West Virginia,97765,199,29,39671,30769,26269,20943,44529,11597,1080,87,49550,28132,12990,3929,17012,8751,17352,29721,4839
13/05/2023,New Jersey,64076,50,38,27448,40775,4306,3164,22891,19456,20471,40,8929,42896,46499,29071,8720,35371,29363,31315,13491
21/07/2023,Connecticut,45439,908,71,18129,37638,18664,4053,44589,29323,21465,96,31477,21917,22549,13440,35997,45649,27692,2904,843
10/8/2023,Kentucky,75993,977,65,32031,7364,29801,44758,17051,9250,36098,94,37733,7540,16801,4815,23803,23439,6681,37409,39502
25/03/2023,Arkansas,72976,340,82,45854,37488,18905,23431,14945,13324,27354,44,4417,8787,16098,16611,11281,11201,38622,20318,37349
26/12/2022,Rhode Island,75278,357,81,24856,43629,14560,10467,46536,1651,45702,23,48589,42717,46372,28611,25583,38157,42061,13775,46699
19/06/2023,Maine,85517,663,86,49782,48046,37938,30161,29193,45433,27,12,11908,7430,16540,42805,3975,13907,10120,49836,28208
10/6/2023,Nevada,92749,406,74,37231,9680,42749,24572,22051,49831,41865,62,19909,26809,27533,18734,27746,16545,44362,35746,17497
20/02/2023,New Hampshire,27052,877,67,13872,40700,460,19643,2267,35227,47094,20,7323,29836,45166,28064,9091,46180,49579,41379,10397
12/11/2023,Wisconsin,54078,597,2,22228,28747,9088,48057,43698,43782,27985,8,28595,45741,4478,36772,18490,5249,21369,14040,17427
5/4/2023,Wisconsin,37796,714,2,10102,489,38936,49688,22162,15030,8055,31,27221,31239,23748,33451,225,13400,22492,36876,21916
23/01/2023,Idaho,69858,430,87,32769,6430,35071,38028,1730,13916,45920,79,11133,28664,31640,42563,13858,21470,6612,18615,14225
1/8/2023,Colorado,78105,680,21,19915,21912,18326,44624,12169,47812,31038,19,265,39239,49264,46696,14690,4437,31123,35580,19643
6/8/2023,Arizona,95750,144,75,12538,12660,41873,38847,17355,22680,31215,81,24076,47604,48633,41963,2304,44344,16995,30975,21519
26/09/2023,Oregon,96969,775,10,39777,774,1468,10786,29025,20187,46423,60,9430,12435,35573,32017,41796,20977,23678,45120,2826
10/5/2023,New Jersey,96707,902,5,49290,26226,35819,37687,12201,9182,1573,32,30781,23030,21323,29111,16449,38779,49015,38145,46232
